gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
5154032706	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/499522459/original.jpeg	https://www.inaturalist.org/photos/499522459					2025-05-03T17:01:08Z	kmis9013		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	kmis9013
5153992928	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/497416713/original.jpeg	https://www.inaturalist.org/photos/497416713					2025-04-28T19:37:19Z	Tonyia Johnson Stump		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Tonyia Johnson Stump
5153893186	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/504092957/original.jpg	https://www.inaturalist.org/photos/504092957					2025-05-06T23:53:00Z	Karla		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Karla
5153848433	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/497779834/original.jpeg	https://www.inaturalist.org/photos/497779834					2025-04-27T21:43:28Z	kbarylski		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	kbarylski
5153826985	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/501268652/original.jpeg	https://www.inaturalist.org/photos/501268652					2025-05-06T17:46:52Z	Ken Rosenthal		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Ken Rosenthal
5153806222	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/501461509/original.jpg	https://www.inaturalist.org/photos/501461509					2025-05-07T16:44:28Z	darbytassell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	darbytassell
5153764993	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/489538295/original.jpg	https://www.inaturalist.org/photos/489538295					2025-04-21T15:43:12Z	jenngribben		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	jenngribben
5153755056	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/493676972/original.jpeg	https://www.inaturalist.org/photos/493676972					2025-04-27T13:04:39Z	royalbeagle		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	royalbeagle
5153724219	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/498396346/original.jpg	https://www.inaturalist.org/photos/498396346					2025-04-27T14:07:35Z	Peter M Martin		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Peter M Martin
5153620530	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/500047756/original.jpg	https://www.inaturalist.org/photos/500047756					2025-05-04T21:33:25Z	Hillbilly with Camera		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Hillbilly with Camera
5153563202	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/500821733/original.jpeg	https://www.inaturalist.org/photos/500821733					2025-05-03T20:22:14Z	Connie McRill		iNaturalist	http://creativecommons.org/licenses/by-nc-nd/4.0/	Connie McRill
5153560128	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/502563917/original.jpeg	https://www.inaturalist.org/photos/502563917					2025-05-09T23:39:37Z	essayer		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	essayer
5153518971	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/485679366/original.jpeg	https://www.inaturalist.org/photos/485679366					2025-04-12T22:50:40Z	wren-falcon		iNaturalist	http://creativecommons.org/licenses/by/4.0/	wren-falcon
5153518971	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/485679392/original.jpeg	https://www.inaturalist.org/photos/485679392					2025-04-12T22:50:40Z	wren-falcon		iNaturalist	http://creativecommons.org/licenses/by/4.0/	wren-falcon
5153518971	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/485679338/original.jpeg	https://www.inaturalist.org/photos/485679338					2025-04-12T22:50:40Z	wren-falcon		iNaturalist	http://creativecommons.org/licenses/by/4.0/	wren-falcon
5153518971	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/485679284/original.jpeg	https://www.inaturalist.org/photos/485679284					2025-04-12T22:50:40Z	wren-falcon		iNaturalist	http://creativecommons.org/licenses/by/4.0/	wren-falcon
5153518971	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/485679315/original.jpeg	https://www.inaturalist.org/photos/485679315					2025-04-12T22:50:40Z	wren-falcon		iNaturalist	http://creativecommons.org/licenses/by/4.0/	wren-falcon
5153461491	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/499463475/original.jpg	https://www.inaturalist.org/photos/499463475					2025-05-03T11:21:44Z	Janet Gingold		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Janet Gingold
